Student_ID,Age,Gender,Family_Income_Level,Location,Interest_Score,Motivation_Level,Self_Confidence,Stress_Level,Personality_Type,Decision_Making_Ability,Creativity_Index,Risk_Tolerance,GPA,Math_Score,Programming_Skill,Analytical_Skill,Communication_Skill,Internship_Count,Daily_Study_Time,Online_Course_Usage,Device_Usage_Time,Focus_Duration,Sleep_Hours,Activity_Level,Career_Preference
4466,22,Male,High,Urban,4,10,5,9,Ambivert,2,10,10,6.9,94,72,83,59,1,1.85,63,10.43,45,4.19,7,Entrepreneur
4467,21,Male,Medium,Rural,5,7,8,1,Ambivert,9,8,8,8.29,59,70,97,76,1,1.51,74,3.64,64,6.49,4,Business Analyst
4468,18,Female,High,Urban,2,7,5,7,Extrovert,10,4,4,6.93,58,95,82,54,2,5.56,92,10.56,102,6.2,10,Entrepreneur
4469,24,Male,Medium,Rural,6,10,10,1,Ambivert,6,1,9,6.77,95,70,86,94,4,7.57,4,2.98,102,7.75,4,Researcher
4470,18,Female,High,Urban,4,2,3,5,Introvert,1,7,6,6.38,66,52,82,79,3,6.98,61,10.83,102,6.13,2,Business Analyst
4471,21,Female,Low,Rural,5,7,9,1,Extrovert,1,1,6,7.38,52,63,50,88,2,8.78,41,10.5,114,8.52,8,Researcher
4472,20,Female,Low,Urban,7,10,3,3,Extrovert,8,7,4,8.17,82,44,61,62,1,2.2,65,8.97,46,8.96,7,Entrepreneur
4473,19,Other,Low,Urban,6,10,2,8,Ambivert,6,9,8,6.64,50,90,81,81,3,6.45,19,5.0,93,8.38,4,Software Engineer
4474,24,Female,High,Urban,8,3,6,4,Introvert,10,5,5,6.8,69,40,58,48,3,7.89,85,2.93,100,7.98,3,Government Job
4475,24,Male,Medium,Urban,6,7,8,1,Introvert,7,2,1,7.56,51,73,42,73,4,9.44,39,9.78,73,7.59,1,Software Engineer
4476,18,Other,Medium,Rural,10,4,6,1,Ambivert,6,1,7,7.96,65,85,43,82,2,1.91,26,4.18,112,6.8,5,Researcher
4477,19,Male,Medium,Urban,8,8,1,8,Ambivert,2,8,8,9.05,58,48,74,73,3,3.16,20,6.41,117,7.93,6,Software Engineer
4478,23,Other,Low,Urban,4,8,8,8,Introvert,3,4,6,8.27,63,47,86,66,0,4.19,19,7.31,26,7.01,3,Researcher
4479,23,Other,High,Rural,7,6,1,4,Extrovert,8,8,7,8.47,50,97,77,55,3,5.87,31,8.85,31,8.81,10,Entrepreneur
4480,21,Other,Medium,Urban,3,3,9,4,Extrovert,4,2,7,8.78,84,82,48,43,3,4.68,53,6.87,119,8.45,9,Data Scientist
4481,23,Other,High,Rural,1,6,8,10,Ambivert,8,3,4,7.8,67,75,47,67,3,8.75,35,8.95,16,6.88,10,Business Analyst
4482,24,Male,Medium,Rural,9,6,6,2,Ambivert,3,3,4,7.37,50,68,73,56,2,9.55,57,10.14,53,6.12,10,Entrepreneur
4483,23,Female,Low,Urban,9,3,2,2,Introvert,2,4,1,9.2,92,74,90,80,4,1.63,66,9.13,64,4.98,9,Data Scientist
4484,20,Male,High,Urban,6,4,9,6,Introvert,7,9,2,9.31,54,44,86,51,4,7.3,71,5.0,84,5.22,6,Government Job
4485,20,Female,Medium,Rural,2,2,8,8,Introvert,1,9,3,6.62,60,95,70,44,0,2.03,29,10.94,65,5.09,5,Entrepreneur
4486,20,Male,Medium,Urban,8,1,4,7,Introvert,3,5,5,9.81,87,85,79,74,0,9.08,67,7.51,45,8.46,2,Data Scientist
4487,23,Other,Medium,Rural,10,2,2,7,Ambivert,2,7,10,9.72,73,49,58,77,3,2.28,6,6.65,39,8.58,6,Researcher
4488,21,Other,Medium,Urban,6,7,6,3,Ambivert,5,9,9,9.48,88,77,76,78,3,9.92,23,7.75,71,5.6,5,Business Analyst
4489,22,Female,Low,Urban,7,10,1,2,Introvert,2,1,5,7.69,94,49,71,75,3,4.85,8,6.83,42,7.51,3,Government Job
4490,22,Female,Medium,Rural,1,5,7,10,Ambivert,10,2,6,9.37,81,50,83,69,0,4.44,33,9.55,59,4.62,10,Researcher
4491,19,Male,Medium,Urban,3,9,1,7,Ambivert,5,6,7,8.51,65,91,98,53,4,6.28,98,6.21,40,6.81,3,Business Analyst
4492,22,Female,Low,Urban,1,3,6,4,Introvert,3,3,4,6.82,52,47,83,53,0,4.55,72,9.77,82,5.5,1,Data Scientist
4493,22,Male,Medium,Urban,10,2,5,1,Extrovert,9,7,8,9.1,96,43,67,41,4,3.11,54,9.6,43,8.75,9,Government Job
4494,20,Female,High,Rural,1,4,10,1,Extrovert,10,5,6,7.62,57,92,80,67,0,6.66,78,4.77,93,4.68,4,Software Engineer
4495,20,Female,High,Urban,1,2,3,4,Introvert,9,10,1,7.17,81,57,57,60,4,7.56,11,2.96,69,4.68,9,Software Engineer
4496,23,Female,Medium,Rural,4,7,6,5,Extrovert,8,8,6,9.51,71,97,64,54,0,9.51,57,10.51,112,7.86,4,Software Engineer
4497,19,Other,Low,Urban,7,10,4,5,Ambivert,5,1,2,9.45,97,59,49,83,4,4.68,58,3.69,111,5.56,5,Government Job
4498,18,Other,Low,Rural,7,6,6,1,Extrovert,10,9,4,9.46,66,97,44,85,2,7.35,67,2.31,94,5.28,5,Government Job
4499,24,Male,Low,Urban,5,8,4,3,Introvert,7,10,4,9.44,76,85,54,62,2,8.5,16,6.02,54,5.05,4,Software Engineer
4500,19,Female,Medium,Urban,6,5,1,6,Introvert,2,6,10,8.22,94,97,64,49,1,8.48,72,4.54,117,5.26,4,Government Job
4501,19,Male,Medium,Rural,2,2,5,10,Extrovert,3,5,10,8.47,52,42,59,65,4,1.31,94,4.2,19,8.95,7,Entrepreneur
4502,21,Female,High,Urban,5,4,8,7,Extrovert,2,8,5,9.8,75,83,95,74,4,4.2,29,3.72,72,6.27,7,Entrepreneur
4503,23,Other,Low,Rural,7,1,6,1,Ambivert,10,4,10,6.52,84,54,95,73,4,1.12,62,9.49,112,5.25,6,Software Engineer
4504,21,Other,Medium,Urban,9,2,10,8,Extrovert,1,9,2,9.23,62,99,90,41,1,6.03,61,9.83,75,4.32,3,Government Job
4505,19,Female,Medium,Rural,6,4,9,4,Extrovert,3,5,6,8.11,66,95,92,70,0,8.79,61,2.46,36,4.61,6,Researcher
4506,19,Female,Medium,Urban,10,6,4,9,Extrovert,4,1,3,9.91,79,47,49,82,2,8.33,17,7.47,51,7.28,9,Data Scientist
4507,19,Other,Low,Rural,4,4,10,6,Ambivert,9,8,9,8.56,78,85,88,83,1,8.3,20,3.35,88,5.3,3,Software Engineer
4508,22,Other,Low,Urban,3,4,9,1,Extrovert,2,9,6,6.65,63,94,77,86,2,4.17,80,7.0,45,6.78,7,Researcher
4509,24,Male,High,Rural,9,10,8,2,Ambivert,9,5,3,9.26,79,45,80,83,3,1.42,34,5.48,28,6.76,5,Researcher
4510,24,Other,Low,Rural,7,10,3,3,Ambivert,1,5,3,8.69,86,96,67,82,1,2.55,16,4.02,48,5.81,7,Researcher
4511,21,Female,Medium,Urban,6,2,6,2,Introvert,9,6,5,6.6,93,85,88,91,1,7.04,80,11.48,67,7.57,2,Entrepreneur
4512,19,Male,High,Rural,7,9,4,10,Introvert,6,9,6,6.04,97,75,89,91,2,2.2,88,11.57,97,4.17,3,Business Analyst
4513,24,Female,Low,Rural,8,10,1,7,Ambivert,8,5,4,8.17,87,59,85,85,4,2.13,53,7.64,115,6.09,2,Government Job
4514,20,Male,Low,Urban,5,8,9,1,Ambivert,3,2,5,6.97,58,71,94,44,3,4.18,76,3.88,35,6.17,10,Entrepreneur
4515,24,Female,Low,Urban,3,8,4,9,Ambivert,8,3,3,9.47,97,45,45,58,2,1.85,23,7.83,51,4.62,7,Software Engineer
4516,23,Other,Low,Urban,3,5,5,2,Introvert,9,10,10,7.0,81,55,97,98,1,3.97,14,11.28,38,4.08,9,Government Job
4517,23,Female,Medium,Urban,2,3,3,4,Ambivert,7,3,4,8.65,53,88,50,69,4,9.73,84,5.78,110,6.67,3,Software Engineer
4518,24,Male,Low,Urban,8,6,4,8,Introvert,4,9,8,7.38,55,41,58,88,3,1.18,75,3.38,78,5.47,7,Software Engineer
4519,20,Female,Medium,Urban,1,9,9,3,Introvert,6,8,8,7.4,50,57,55,86,4,8.47,13,8.94,108,8.66,10,Data Scientist
4520,23,Male,Medium,Rural,8,8,7,9,Ambivert,6,6,1,6.73,74,84,71,91,2,9.94,46,8.56,115,7.53,7,Data Scientist
4521,22,Female,Medium,Rural,3,7,8,7,Ambivert,2,5,4,8.01,89,65,41,56,4,4.93,91,2.01,116,4.44,3,Business Analyst
4522,24,Other,High,Rural,9,8,3,10,Ambivert,2,10,2,8.32,87,59,78,68,1,9.49,88,10.54,31,7.28,5,Entrepreneur
4523,22,Other,Medium,Urban,2,4,3,3,Introvert,5,2,4,8.32,52,55,97,51,1,3.35,91,8.61,60,8.38,6,Researcher
4524,24,Female,Low,Urban,10,6,7,3,Extrovert,1,9,5,9.43,70,60,65,47,0,9.84,30,3.96,114,8.78,5,Government Job
4525,18,Female,High,Rural,9,5,8,5,Ambivert,5,10,1,8.61,63,84,60,54,3,8.75,99,2.03,45,5.56,8,Entrepreneur
4526,18,Female,Low,Rural,6,2,5,5,Extrovert,10,8,5,8.96,79,53,77,92,2,8.96,79,11.72,64,6.19,9,Software Engineer
4527,18,Male,Medium,Urban,1,8,1,10,Extrovert,3,5,7,7.29,51,57,54,73,4,2.17,57,9.55,64,7.23,6,Business Analyst
4528,23,Female,Low,Rural,5,3,3,5,Extrovert,3,6,5,7.68,97,47,96,67,1,8.83,39,5.65,57,8.55,2,Data Scientist
4529,22,Female,High,Urban,10,5,5,9,Extrovert,8,9,7,6.07,71,44,52,60,0,9.48,61,6.33,31,7.38,2,Government Job
4530,22,Male,High,Urban,9,8,3,9,Extrovert,3,1,9,6.32,62,63,46,92,2,8.37,53,7.39,92,5.92,4,Business Analyst
4531,22,Other,Low,Rural,6,9,1,6,Introvert,3,4,8,7.54,74,80,91,56,1,1.82,59,9.19,84,4.45,10,Researcher
4532,20,Female,Low,Urban,7,9,7,7,Introvert,1,5,1,6.84,97,86,98,92,2,1.76,92,3.73,108,4.72,3,Business Analyst
4533,22,Female,Low,Urban,4,5,1,10,Introvert,8,9,10,9.25,92,68,96,95,1,4.22,10,3.96,33,6.74,7,Business Analyst
4534,20,Other,High,Urban,1,2,10,8,Extrovert,10,5,10,8.71,60,98,42,81,2,7.34,25,2.48,64,5.19,4,Business Analyst
4535,18,Other,Medium,Urban,5,7,6,9,Introvert,10,5,2,9.88,97,48,54,57,1,1.11,26,11.86,76,6.25,3,Software Engineer
4536,18,Male,Low,Rural,2,7,6,6,Ambivert,6,3,6,9.55,59,91,59,63,4,9.56,29,10.76,41,6.04,2,Researcher
4537,23,Female,Medium,Urban,8,8,7,8,Extrovert,8,8,5,9.91,98,81,97,63,3,5.73,52,7.53,54,6.85,4,Data Scientist
4538,24,Female,High,Urban,4,8,1,2,Ambivert,3,7,1,7.46,93,57,42,51,1,4.23,36,6.3,51,5.67,5,Entrepreneur
4539,18,Male,Low,Rural,1,5,3,10,Extrovert,6,8,2,7.94,86,85,97,40,2,6.05,2,4.37,109,6.3,4,Data Scientist
4540,24,Other,Low,Urban,10,1,9,8,Extrovert,2,4,3,7.49,74,98,66,75,1,7.44,73,7.95,30,6.91,10,Business Analyst
4541,24,Male,High,Urban,7,4,2,2,Extrovert,3,8,10,9.86,93,57,54,71,0,3.46,95,8.91,91,6.97,9,Business Analyst
4542,23,Other,Low,Rural,2,4,5,8,Extrovert,4,10,5,7.61,84,87,99,44,4,3.62,68,8.89,93,6.34,1,Entrepreneur
4543,19,Male,Medium,Rural,3,3,3,2,Ambivert,9,4,7,6.47,68,67,42,65,0,5.21,8,2.06,40,7.57,9,Researcher
4544,19,Other,High,Urban,9,8,5,3,Extrovert,4,1,6,7.0,77,76,67,95,2,7.03,25,9.02,73,5.95,8,Business Analyst
4545,21,Male,High,Urban,9,3,7,7,Extrovert,7,4,3,7.7,91,49,86,42,1,7.36,34,10.66,107,7.94,9,Software Engineer
4546,23,Other,Low,Rural,2,5,1,9,Introvert,8,5,6,8.41,97,59,40,72,1,3.92,68,3.15,79,8.92,3,Government Job
4547,21,Other,High,Urban,3,2,3,3,Extrovert,5,10,4,8.47,92,77,92,78,0,3.9,79,9.55,47,7.8,9,Software Engineer
4548,21,Other,Low,Urban,9,6,6,5,Extrovert,2,8,3,9.04,97,80,59,59,3,5.38,76,10.23,48,7.9,9,Data Scientist
4549,19,Other,Low,Urban,1,6,7,9,Extrovert,8,10,4,8.59,59,62,50,97,4,5.88,93,4.76,74,8.36,2,Software Engineer
4550,23,Other,High,Rural,2,8,10,7,Extrovert,5,6,8,7.97,64,87,64,51,1,6.84,10,9.12,65,4.52,3,Data Scientist
4551,19,Female,Low,Urban,2,8,3,2,Extrovert,5,10,1,6.12,81,99,43,92,1,6.56,29,2.97,112,6.81,8,Business Analyst
4552,21,Other,Medium,Rural,10,1,4,5,Extrovert,7,5,3,8.78,52,82,58,77,2,4.35,20,8.49,78,7.36,7,Software Engineer
4553,23,Female,Medium,Rural,3,5,6,5,Ambivert,6,3,10,6.34,73,59,93,59,0,3.67,3,7.1,112,8.58,2,Software Engineer
4554,21,Other,Low,Rural,10,2,5,9,Ambivert,3,4,8,7.88,59,62,99,56,2,3.77,16,10.5,35,8.17,10,Entrepreneur
4555,22,Female,Medium,Rural,3,10,9,2,Extrovert,7,6,10,9.59,93,89,67,82,4,6.81,96,6.52,21,5.95,9,Data Scientist
4556,24,Female,Low,Urban,10,5,1,1,Ambivert,1,6,9,8.39,79,44,49,47,1,4.9,59,6.28,79,5.56,2,Entrepreneur
4557,23,Male,Medium,Rural,2,10,5,4,Introvert,4,6,3,6.8,90,99,98,82,0,2.21,30,11.34,79,5.48,1,Researcher
4558,23,Other,High,Urban,8,9,1,4,Introvert,4,2,9,9.23,82,66,60,52,0,1.05,5,11.34,78,5.25,9,Government Job
4559,24,Male,Low,Rural,8,4,8,1,Extrovert,6,8,10,7.2,94,48,75,48,0,1.27,96,2.36,32,5.55,4,Entrepreneur
4560,21,Male,Low,Rural,8,8,7,10,Extrovert,6,8,10,8.31,74,82,55,58,4,8.81,38,6.86,110,7.67,6,Software Engineer
4561,22,Other,Low,Urban,2,1,5,7,Ambivert,10,6,4,8.54,88,80,72,65,3,5.12,41,3.61,109,4.58,5,Software Engineer
4562,20,Male,Low,Rural,9,8,6,2,Introvert,8,4,4,8.92,88,75,98,91,3,6.92,49,4.74,75,7.67,4,Researcher
4563,24,Other,Low,Rural,7,6,4,9,Extrovert,1,2,7,6.26,74,79,84,44,3,9.36,26,8.66,96,4.97,4,Data Scientist
4564,19,Male,Low,Urban,5,8,9,7,Introvert,7,6,6,9.42,87,76,90,81,2,2.14,88,3.29,30,7.12,3,Data Scientist
4565,21,Other,High,Rural,7,6,3,7,Ambivert,4,6,10,6.46,61,42,85,84,2,5.03,82,2.11,79,6.98,4,Government Job
4566,24,Other,High,Rural,8,3,2,1,Extrovert,6,10,3,6.38,53,93,52,64,4,5.85,1,9.27,75,6.96,4,Data Scientist
4567,24,Other,Medium,Rural,9,8,7,9,Extrovert,10,3,8,7.83,77,75,68,44,0,8.57,64,8.41,89,5.55,7,Researcher
4568,23,Female,Low,Urban,2,5,2,10,Extrovert,9,2,5,7.49,69,87,43,62,3,9.94,13,11.03,78,4.75,9,Business Analyst
4569,19,Male,Medium,Rural,6,10,6,9,Introvert,3,4,2,6.22,59,84,81,74,1,7.41,14,7.42,44,7.96,10,Business Analyst
4570,19,Female,Medium,Urban,9,5,8,2,Ambivert,8,8,10,6.66,80,74,66,88,3,6.78,50,11.45,119,5.21,4,Researcher
4571,19,Male,High,Urban,6,7,3,10,Introvert,3,5,3,7.76,68,75,47,71,4,9.28,21,8.09,106,4.4,6,Entrepreneur
4572,24,Male,Medium,Urban,2,6,3,9,Introvert,6,3,7,9.32,51,68,80,93,3,8.54,57,5.87,104,4.79,6,Researcher
4573,20,Male,High,Rural,1,9,3,2,Extrovert,2,5,10,6.49,53,72,85,81,1,8.79,80,8.08,101,4.57,5,Business Analyst
4574,18,Female,Medium,Rural,3,7,1,2,Ambivert,9,9,9,6.42,64,65,47,88,1,1.02,61,9.49,24,7.57,5,Government Job
4575,21,Male,Low,Rural,5,3,9,8,Ambivert,2,8,1,9.22,87,47,64,45,1,5.63,49,5.48,89,7.73,9,Government Job
4576,18,Female,Medium,Rural,7,5,5,3,Extrovert,5,10,6,7.97,82,48,65,95,4,8.04,40,5.73,84,5.69,2,Business Analyst
4577,24,Other,High,Urban,10,9,9,3,Ambivert,6,7,9,7.44,67,61,40,53,3,2.63,31,8.3,43,7.82,6,Entrepreneur
4578,18,Male,High,Urban,10,10,5,7,Extrovert,4,4,7,7.85,89,44,82,80,4,7.76,32,6.56,36,8.19,9,Software Engineer
4579,24,Male,High,Rural,3,2,7,10,Extrovert,7,2,3,7.64,81,83,87,95,1,1.08,64,7.27,28,6.39,3,Software Engineer
4580,18,Other,Medium,Rural,9,1,1,6,Ambivert,7,9,7,9.13,81,80,72,68,3,6.18,40,11.82,20,8.13,4,Software Engineer
4581,19,Other,Medium,Urban,10,8,9,7,Ambivert,7,3,2,6.04,62,75,58,76,2,8.66,82,2.44,58,6.52,6,Data Scientist
4582,22,Male,High,Rural,4,8,1,6,Ambivert,7,6,10,7.73,65,71,59,94,4,4.88,58,8.48,77,8.05,7,Business Analyst
4583,19,Other,Low,Rural,10,2,4,9,Ambivert,10,7,2,6.64,82,69,57,61,2,7.66,98,11.23,64,6.21,3,Researcher
4584,19,Female,Low,Rural,2,8,7,2,Introvert,10,3,1,7.23,83,88,65,96,2,5.77,57,4.36,75,4.29,8,Entrepreneur
4585,23,Female,Medium,Rural,3,5,9,8,Extrovert,9,3,3,6.45,63,83,78,59,0,6.83,3,4.12,34,5.1,9,Business Analyst
4586,23,Male,Medium,Rural,5,2,1,6,Extrovert,2,3,1,7.71,96,84,48,47,1,5.65,74,5.63,89,5.52,2,Software Engineer
4587,18,Female,High,Rural,3,7,6,4,Extrovert,5,3,8,8.57,51,82,66,99,2,5.28,2,2.74,80,6.2,7,Entrepreneur
4588,24,Female,Medium,Urban,5,7,10,6,Extrovert,10,3,8,8.65,62,94,45,66,4,8.57,65,7.6,103,6.37,7,Researcher
4589,19,Male,Medium,Urban,4,3,5,6,Introvert,9,7,4,9.19,78,56,59,96,1,1.83,35,8.45,29,8.88,3,Business Analyst
4590,18,Other,High,Urban,10,1,3,10,Ambivert,2,5,1,9.26,92,69,77,87,1,6.26,22,10.2,52,6.38,2,Researcher
4591,23,Male,High,Urban,3,4,10,3,Ambivert,3,4,2,8.39,91,86,40,46,4,2.03,10,2.66,19,5.86,9,Business Analyst
4592,22,Female,Medium,Rural,6,2,2,8,Ambivert,7,6,2,7.41,83,99,77,99,3,6.07,34,6.36,29,5.8,7,Business Analyst
4593,21,Male,Low,Rural,8,4,1,5,Extrovert,9,8,2,6.21,66,48,55,94,4,9.67,28,9.84,104,8.43,4,Software Engineer
4594,18,Male,Medium,Urban,4,8,2,10,Introvert,3,2,9,6.14,52,43,43,73,3,1.51,60,9.68,25,5.92,10,Entrepreneur
4595,22,Female,Low,Urban,9,2,4,4,Introvert,10,3,7,6.45,79,51,42,80,1,4.8,61,2.74,65,7.93,5,Government Job
4596,21,Female,Low,Urban,6,1,6,2,Ambivert,8,2,9,9.94,53,74,61,67,4,8.22,6,2.11,47,5.25,7,Government Job
4597,20,Male,Low,Urban,5,3,5,10,Extrovert,8,7,10,9.14,80,59,48,70,2,4.33,18,9.83,115,6.14,9,Government Job
4598,18,Female,High,Urban,3,10,4,1,Ambivert,4,2,10,7.62,54,56,95,60,4,5.68,69,3.38,50,6.87,5,Software Engineer
4599,18,Female,High,Rural,5,7,8,7,Extrovert,6,5,2,7.86,51,61,95,49,2,2.03,88,7.78,55,6.82,7,Business Analyst
4600,20,Female,High,Rural,5,6,7,10,Ambivert,8,10,5,8.95,53,46,96,90,2,3.01,79,2.94,116,6.9,1,Software Engineer
4601,20,Female,Medium,Urban,4,6,4,3,Ambivert,9,9,1,8.06,93,78,93,75,1,7.18,61,4.96,89,7.71,5,Business Analyst
4602,18,Female,High,Urban,6,7,10,3,Introvert,2,8,2,7.44,87,92,47,52,3,8.46,22,3.58,49,6.55,8,Government Job
4603,20,Female,High,Rural,3,8,5,3,Extrovert,1,8,4,7.4,76,97,46,65,3,6.82,52,9.36,71,4.92,2,Government Job
4604,19,Other,Medium,Rural,10,3,10,10,Introvert,5,3,10,6.84,76,83,51,73,2,8.53,10,8.73,78,6.91,8,Software Engineer
4605,21,Male,Medium,Rural,1,3,5,3,Introvert,10,1,1,9.54,64,97,40,58,3,6.45,96,3.35,87,5.49,5,Business Analyst
4606,21,Female,Low,Urban,7,10,3,2,Ambivert,3,2,8,7.66,88,92,93,45,4,8.29,71,2.59,89,5.5,8,Government Job
4607,21,Male,Medium,Rural,7,8,9,6,Extrovert,6,7,6,9.01,87,93,51,87,2,9.85,99,6.66,119,4.64,2,Data Scientist
4608,19,Other,Medium,Urban,4,7,5,10,Extrovert,1,4,1,8.3,63,81,55,54,2,1.75,88,3.96,47,8.55,8,Data Scientist
4609,24,Female,High,Urban,9,10,10,3,Ambivert,4,10,9,9.02,67,99,53,85,0,5.32,34,2.08,47,4.32,5,Government Job
4610,20,Male,Low,Rural,2,5,2,1,Ambivert,6,5,1,7.28,78,47,69,84,4,2.71,12,4.64,105,4.19,4,Researcher
4611,22,Female,Low,Rural,1,4,4,10,Ambivert,2,1,4,9.01,56,48,82,99,3,5.19,69,4.15,32,7.62,9,Business Analyst
4612,20,Female,Medium,Rural,3,6,4,9,Extrovert,8,2,5,9.16,87,85,91,88,3,5.5,98,8.85,25,7.52,3,Software Engineer
4613,18,Female,High,Urban,7,9,5,6,Ambivert,4,9,9,6.42,73,45,58,57,0,6.6,60,10.61,76,5.75,3,Business Analyst
4614,23,Female,High,Rural,9,6,8,6,Ambivert,2,6,2,6.37,87,58,58,59,4,4.95,38,4.38,61,7.7,8,Software Engineer
4615,21,Female,High,Rural,2,8,5,10,Introvert,1,7,9,9.94,55,61,52,40,1,3.92,67,4.23,108,6.44,2,Researcher
4616,20,Female,High,Urban,6,1,1,9,Ambivert,8,5,1,6.47,69,86,83,61,1,1.39,42,5.88,75,7.64,3,Government Job
4617,22,Female,Medium,Rural,3,6,2,2,Ambivert,10,9,4,8.74,91,59,49,99,4,1.31,41,3.73,94,6.73,8,Government Job
4618,18,Other,High,Rural,5,2,3,10,Extrovert,1,10,7,8.99,85,59,86,75,3,2.58,15,11.47,70,7.66,9,Government Job
4619,19,Other,Low,Urban,9,3,3,9,Ambivert,7,5,4,6.25,59,66,68,87,1,5.04,10,4.44,38,7.86,1,Business Analyst
4620,24,Female,Low,Urban,3,6,10,3,Extrovert,7,6,8,8.99,71,66,67,57,1,4.76,87,2.93,79,5.42,8,Researcher
4621,19,Female,Medium,Urban,1,2,6,3,Introvert,6,10,7,7.68,82,46,52,49,3,2.72,77,7.57,89,5.93,10,Software Engineer
4622,22,Other,High,Urban,5,4,9,3,Introvert,8,9,6,7.1,72,93,84,59,4,8.4,62,7.38,20,6.52,7,Entrepreneur
4623,18,Other,High,Urban,1,6,10,1,Extrovert,10,5,5,8.66,95,63,95,99,0,7.15,71,8.32,90,4.95,2,Government Job
4624,21,Other,High,Rural,8,5,1,10,Ambivert,1,4,10,9.33,99,98,54,79,4,4.09,93,11.67,40,8.85,1,Software Engineer
4625,20,Female,High,Rural,7,6,6,7,Extrovert,1,5,3,8.29,90,47,56,45,0,8.17,30,5.23,97,8.62,7,Researcher
4626,18,Male,Medium,Urban,2,6,9,10,Ambivert,1,5,8,9.48,91,42,62,98,4,9.9,69,5.6,79,7.88,8,Business Analyst
4627,24,Male,High,Rural,9,8,4,7,Ambivert,6,5,4,6.09,53,50,82,88,1,3.21,23,5.37,112,4.99,1,Business Analyst
4628,19,Male,Medium,Rural,5,9,10,2,Ambivert,7,1,8,8.95,70,75,49,76,2,4.26,54,8.29,68,6.27,4,Researcher
4629,24,Male,High,Urban,7,5,3,6,Extrovert,10,5,1,6.68,62,41,75,98,2,9.94,0,8.04,76,8.64,3,Business Analyst
4630,24,Female,High,Urban,4,6,6,4,Introvert,9,5,2,7.14,91,40,88,61,3,2.24,37,7.29,98,7.06,5,Data Scientist
4631,22,Male,Low,Urban,1,6,6,7,Extrovert,10,1,2,8.29,62,46,53,43,4,1.69,55,5.64,26,5.93,9,Government Job
4632,22,Other,Medium,Rural,8,6,2,7,Ambivert,5,4,6,7.1,61,63,71,43,4,5.69,45,6.28,38,4.46,1,Entrepreneur
4633,20,Other,Low,Urban,1,2,5,4,Extrovert,1,8,5,6.67,73,51,73,58,3,5.22,84,9.93,110,4.5,3,Researcher
4634,22,Male,Medium,Rural,3,4,1,3,Introvert,9,4,10,9.54,84,47,70,68,3,1.7,5,8.09,111,7.39,2,Entrepreneur
4635,22,Other,High,Rural,6,1,9,7,Extrovert,5,7,10,9.63,68,52,78,97,0,3.61,78,9.16,53,5.56,1,Researcher
4636,18,Female,High,Rural,8,1,9,9,Introvert,6,6,7,6.15,58,45,71,97,0,4.77,31,4.77,88,6.48,6,Entrepreneur
4637,21,Male,Medium,Rural,8,1,3,4,Introvert,9,5,2,8.0,62,78,55,93,2,8.4,81,11.11,36,7.76,6,Software Engineer
4638,20,Male,Low,Urban,2,7,5,6,Ambivert,2,9,9,6.81,71,63,65,67,1,7.37,95,2.35,62,4.91,9,Researcher
4639,18,Female,Medium,Rural,9,1,3,7,Introvert,3,8,2,9.45,89,91,56,80,4,9.23,11,7.96,119,4.39,8,Business Analyst
4640,21,Other,Medium,Urban,4,6,7,10,Extrovert,7,5,1,7.85,85,63,61,52,2,3.99,74,10.12,92,5.88,2,Entrepreneur
4641,24,Female,High,Rural,4,2,1,3,Extrovert,3,10,2,7.91,77,77,75,78,2,3.78,33,10.66,18,4.81,9,Software Engineer
4642,18,Female,Low,Urban,2,6,5,5,Ambivert,2,7,3,8.51,90,83,74,96,1,5.17,65,5.2,43,6.55,6,Software Engineer
4643,23,Other,Medium,Urban,1,6,6,1,Extrovert,7,9,6,6.22,56,46,62,67,2,1.07,43,6.6,20,6.76,9,Government Job
4644,18,Female,Low,Urban,10,3,7,6,Ambivert,8,7,7,6.51,79,49,64,69,2,2.87,85,2.35,61,4.55,7,Software Engineer
4645,22,Other,Low,Rural,7,8,3,5,Extrovert,9,3,6,7.99,80,69,44,61,1,2.9,20,9.9,69,7.96,8,Business Analyst
4646,21,Other,Medium,Rural,10,4,7,7,Extrovert,2,10,1,9.87,60,78,45,89,2,1.55,69,3.25,118,4.12,10,Software Engineer
4647,20,Female,Low,Rural,3,7,4,9,Introvert,2,5,9,9.37,79,63,94,93,4,5.1,5,6.28,117,5.72,7,Entrepreneur
4648,20,Other,High,Urban,4,4,10,4,Introvert,7,9,8,9.56,64,66,65,62,3,9.15,11,11.91,69,4.23,8,Business Analyst
4649,21,Female,High,Rural,9,1,6,9,Introvert,4,9,2,6.55,62,69,99,57,1,1.04,3,11.18,63,7.54,9,Government Job
4650,22,Other,High,Rural,6,6,5,6,Extrovert,5,8,1,9.83,84,54,77,56,3,6.66,6,5.3,39,8.39,6,Researcher
4651,19,Male,High,Rural,1,5,4,5,Ambivert,1,6,7,8.92,84,92,45,93,4,8.91,75,4.24,59,5.74,10,Business Analyst
4652,18,Other,Low,Urban,9,9,6,2,Ambivert,6,7,3,7.3,69,41,58,70,2,1.97,93,4.52,22,5.64,7,Researcher
4653,22,Other,High,Rural,9,9,3,1,Ambivert,10,7,3,9.46,92,47,82,67,2,9.26,72,8.85,25,7.47,2,Researcher
